SESSION_ID,LABEL,SOURCE,HOST,PORT,START_TIME,END_TIME,COMMAND_COUNT
swarm_exfil_232907_929,ai_swarm,ai_swarm,127.0.0.1,2322,1771046951.1361723,1771046959.033052,6
swarm_exfil_233002_710,ai_swarm,ai_swarm,127.0.0.1,2322,1771047007.78977,1771047012.4024675,4
swarm_exfil_233055_484,ai_swarm,ai_swarm,127.0.0.1,2322,1771047057.2741694,1771047066.0869584,5
swarm_exfil_233110_751,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_233435_282,ai_swarm,ai_swarm,127.0.0.1,2322,1771133788.4526095,1771133788.4526095,1
swarm_exfil_233644_215,ai_swarm,ai_swarm,127.0.0.1,2322,1771047475.0345247,1771047475.0345247,1
swarm_exfil_233931_453,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_234459_890,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_234746_820,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_235414_559,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exfil_235626_767,ai_swarm,ai_swarm,127.0.0.1,2322,1771048706.7638156,1771048706.7638156,1
swarm_exploit_000158_893,ai_swarm,ai_swarm,127.0.0.1,2322,1771048997.9081464,1771048997.9081464,1
swarm_exploit_000507_987,ai_swarm,ai_swarm,127.0.0.1,2322,1771135510.2160416,1771135510.2160416,1
swarm_exploit_000951_552,ai_swarm,ai_swarm,127.0.0.1,2322,1771049411.2644017,1771049411.2644017,1
swarm_exploit_001047_154,ai_swarm,ai_swarm,127.0.0.1,2322,1771135850.0926883,1771135850.0926883,1
swarm_exploit_001533_964,ai_swarm,ai_swarm,127.0.0.1,2322,1771049761.5270674,1771049761.5270674,1
swarm_exploit_002319_797,ai_swarm,ai_swarm,127.0.0.1,2322,1771136601.1187115,1771136637.9477334,2
swarm_exploit_002335_343,ai_swarm,ai_swarm,127.0.0.1,2322,1771050235.9059505,1771050235.9059505,1
swarm_exploit_003058_969,ai_swarm,ai_swarm,127.0.0.1,2322,1771137062.0501397,1771137062.0501397,1
swarm_exploit_003120_626,ai_swarm,ai_swarm,127.0.0.1,2322,1771050735.626792,1771050735.626792,1
swarm_exploit_003834_536,ai_swarm,ai_swarm,127.0.0.1,2322,1771137517.868032,1771137517.868032,1
swarm_exploit_003915_409,ai_swarm,ai_swarm,127.0.0.1,2322,1771051210.4420037,1771051210.4420037,1
swarm_exploit_004657_692,ai_swarm,ai_swarm,127.0.0.1,2322,1771138054.4215653,1771138054.4215653,1
swarm_exploit_004707_109,ai_swarm,ai_swarm,127.0.0.1,2322,1771051698.4728305,1771051698.4728305,1
swarm_exploit_005435_809,ai_swarm,ai_swarm,127.0.0.1,2322,1771138547.589556,1771138547.589556,1
swarm_exploit_005502_916,ai_swarm,ai_swarm,127.0.0.1,2322,1771052140.031447,1771052140.031447,1
swarm_exploit_010247_730,ai_swarm,ai_swarm,127.0.0.1,2322,1771138970.989854,1771139112.7630725,2
swarm_exploit_010255_477,ai_swarm,ai_swarm,127.0.0.1,2322,1771052665.5783103,1771052665.5783103,1
swarm_exploit_010830_687,ai_swarm,ai_swarm,127.0.0.1,2322,1771139313.557763,1771139313.557763,1
swarm_exploit_010832_636,ai_swarm,ai_swarm,127.0.0.1,2322,1771053076.8741903,1771053076.8741903,1
swarm_exploit_011414_222,ai_swarm,ai_swarm,127.0.0.1,2322,1771053342.1057184,1771053342.1057184,1
swarm_exploit_011923_178,ai_swarm,ai_swarm,127.0.0.1,2322,1771139967.0014813,1771140081.5961819,2
swarm_exploit_012158_600,ai_swarm,ai_swarm,127.0.0.1,2322,1771053806.716287,1771053806.716287,1
swarm_exploit_012722_168,ai_swarm,ai_swarm,127.0.0.1,2322,1771140444.8786032,1771140568.207826,2
swarm_exploit_012959_324,ai_swarm,ai_swarm,127.0.0.1,2322,1771054366.9267435,1771054366.9267435,1
swarm_exploit_013506_797,ai_swarm,ai_swarm,127.0.0.1,2322,1771140934.53917,1771140934.53917,1
swarm_exploit_013814_895,ai_swarm,ai_swarm,127.0.0.1,2322,1771054697.6516519,1771054697.6516519,1
swarm_exploit_014303_509,ai_swarm,ai_swarm,127.0.0.1,2322,1771141438.6833212,1771141438.6833212,1
swarm_exploit_014356_766,ai_swarm,ai_swarm,127.0.0.1,2322,1771055039.0465484,1771055039.0465484,1
swarm_exploit_015153_608,ai_swarm,ai_swarm,127.0.0.1,2322,1771055523.3720233,1771055523.3720233,1
swarm_exploit_015537_807,ai_swarm,ai_swarm,127.0.0.1,2322,1771142139.6431608,1771142139.6431608,1
swarm_exploit_015744_127,ai_swarm,ai_swarm,127.0.0.1,2322,1771055885.3894775,1771055885.3894775,1
swarm_exploit_020329_320,ai_swarm,ai_swarm,127.0.0.1,2322,1771142612.2242436,1771142756.2259998,2
swarm_exploit_021112_648,ai_swarm,ai_swarm,127.0.0.1,2322,1771143100.5515401,1771143100.5515401,1
swarm_exploit_021915_771,ai_swarm,ai_swarm,127.0.0.1,2322,1771143609.295098,1771143609.295098,1
swarm_exploit_022708_203,ai_swarm,ai_swarm,127.0.0.1,2322,1771144100.7538214,1771144154.6377215,2
swarm_exploit_023509_782,ai_swarm,ai_swarm,127.0.0.1,2322,1771144510.865227,1771144513.6915812,2
swarm_exploit_024243_768,ai_swarm,ai_swarm,127.0.0.1,2322,1771144984.7468023,1771144984.7468023,1
swarm_exploit_025050_596,ai_swarm,ai_swarm,127.0.0.1,2322,1771145454.1675923,1771145577.7560065,2
swarm_exploit_025533_256,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_025620_816,ai_swarm,ai_swarm,127.0.0.1,2322,1771145918.3415084,1771145918.3415084,1
swarm_exploit_025625_479,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_025717_409,ai_swarm,ai_swarm,127.0.0.1,2322,1771059439.457342,1771059451.0979111,10
swarm_exploit_025813_595,ai_swarm,ai_swarm,127.0.0.1,2322,1771059496.4348123,1771059504.8941424,8
swarm_exploit_025907_729,ai_swarm,ai_swarm,127.0.0.1,2322,1771059550.006665,1771059560.1289458,9
swarm_exploit_025949_285,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_030042_692,ai_swarm,ai_swarm,127.0.0.1,2322,1771059648.0899067,1771059654.3201642,6
swarm_exploit_030138_462,ai_swarm,ai_swarm,127.0.0.1,2322,1771059704.1863832,1771059710.1348052,5
swarm_exploit_030229_248,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_030320_784,ai_swarm,ai_swarm,127.0.0.1,2322,1771059804.130554,1771059813.0905836,8
swarm_exploit_030406_194,ai_swarm,ai_swarm,127.0.0.1,2322,1771146387.3493156,1771146387.3493156,1
swarm_exploit_030416_403,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_030456_808,ai_swarm,ai_swarm,127.0.0.1,2322,1771059898.9959877,1771059908.5166588,9
swarm_exploit_030551_468,ai_swarm,ai_swarm,127.0.0.1,2322,1771059956.5145996,1771059963.663484,7
swarm_exploit_030644_388,ai_swarm,ai_swarm,127.0.0.1,2322,1771060007.5616832,1771060017.0018249,8
swarm_exploit_030736_879,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_030826_140,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_030916_159,ai_swarm,ai_swarm,127.0.0.1,2322,1771060158.7740307,1771060167.8793604,7
swarm_exploit_030957_275,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031037_636,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031129_128,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031211_321,ai_swarm,ai_swarm,127.0.0.1,2322,1771146734.3963053,1771146859.6112945,2
swarm_exploit_031220_347,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031309_675,ai_swarm,ai_swarm,127.0.0.1,2322,1771060391.44784,1771060400.735338,8
swarm_exploit_031350_802,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031446_858,ai_swarm,ai_swarm,127.0.0.1,2322,1771060490.743291,1771060498.1347768,7
swarm_exploit_031543_893,ai_swarm,ai_swarm,127.0.0.1,2322,1771060551.7920256,1771060555.6417127,4
swarm_exploit_031629_124,ai_swarm,ai_swarm,127.0.0.1,2322,1771060591.6556306,1771060602.4276865,9
swarm_exploit_031712_428,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031800_904,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031852_610,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_031948_370,ai_swarm,ai_swarm,127.0.0.1,2322,1771060790.1216476,1771060801.2244792,10
swarm_exploit_032000_448,ai_swarm,ai_swarm,127.0.0.1,2322,1771147203.2875907,1771147203.2875907,1
swarm_exploit_032048_658,ai_swarm,ai_swarm,127.0.0.1,2322,1771060855.9233985,1771060858.5237045,3
swarm_exploit_032137_175,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_032216_985,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_032310_760,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_032401_816,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_032457_181,ai_swarm,ai_swarm,127.0.0.1,2322,1771061100.7663248,1771061108.992176,7
swarm_exploit_032803_759,ai_swarm,ai_swarm,127.0.0.1,2322,1771147771.5301046,1771147771.5301046,1
swarm_exploit_033613_506,ai_swarm,ai_swarm,127.0.0.1,2322,1771148176.9347253,1771148176.9347253,1
swarm_exploit_034702_761,ai_swarm,ai_swarm,127.0.0.1,2322,1771148824.8774998,1771148913.3157225,2
swarm_exploit_035226_641,ai_swarm,ai_swarm,127.0.0.1,2322,1771149270.978493,1771149270.978493,1
swarm_exploit_035820_186,ai_swarm,ai_swarm,127.0.0.1,2322,1771149503.720031,1771149503.720031,1
swarm_exploit_040359_742,ai_swarm,ai_swarm,127.0.0.1,2322,1771149867.6940818,1771149867.6940818,1
swarm_exploit_041003_473,ai_swarm,ai_swarm,127.0.0.1,2322,1771150213.1885917,1771150289.5540514,2
swarm_exploit_041752_597,ai_swarm,ai_swarm,127.0.0.1,2322,1771150676.1150317,1771150676.1150317,1
swarm_exploit_042540_451,ai_swarm,ai_swarm,127.0.0.1,2322,1771151177.440095,1771151177.440095,1
swarm_exploit_043325_506,ai_swarm,ai_swarm,127.0.0.1,2322,1771151649.1679583,1771151649.1679583,1
swarm_exploit_044134_558,ai_swarm,ai_swarm,127.0.0.1,2322,1771152097.0776577,1771152152.405454,2
swarm_exploit_044914_711,ai_swarm,ai_swarm,127.0.0.1,2322,1771152556.945929,1771152556.945929,1
swarm_exploit_045712_278,ai_swarm,ai_swarm,127.0.0.1,2322,1771153034.1598277,1771153053.2177472,2
swarm_exploit_050246_841,ai_swarm,ai_swarm,127.0.0.1,2322,1771153367.9672954,1771153420.0770705,2
swarm_exploit_050822_527,ai_swarm,ai_swarm,127.0.0.1,2322,1771153704.6807861,1771153794.847198,2
swarm_exploit_051348_183,ai_swarm,ai_swarm,127.0.0.1,2322,1771154187.0048232,1771154187.0048232,1
swarm_exploit_052144_184,ai_swarm,ai_swarm,127.0.0.1,2322,1771154560.1160069,1771154560.1160069,1
swarm_exploit_052942_539,ai_swarm,ai_swarm,127.0.0.1,2322,1771155125.8319294,1771155125.8319294,1
swarm_exploit_053540_813,ai_swarm,ai_swarm,127.0.0.1,2322,1771155343.2626202,1771155466.917961,2
swarm_exploit_054324_594,ai_swarm,ai_swarm,127.0.0.1,2322,1771155814.455532,1771155814.455532,1
swarm_exploit_055119_334,ai_swarm,ai_swarm,127.0.0.1,2322,1771156299.4351914,1771156299.4351914,1
swarm_exploit_055922_174,ai_swarm,ai_swarm,127.0.0.1,2322,1771156763.5234957,1771156766.722955,2
swarm_exploit_060702_808,ai_swarm,ai_swarm,127.0.0.1,2322,1771157256.6211257,1771157329.7817068,2
swarm_exploit_061230_942,ai_swarm,ai_swarm,127.0.0.1,2322,1771157690.833247,1771157690.833247,1
swarm_exploit_061828_180,ai_swarm,ai_swarm,127.0.0.1,2322,1771157911.3846822,1771158035.2609663,2
swarm_exploit_062625_781,ai_swarm,ai_swarm,127.0.0.1,2322,1771158388.59941,1771158528.1101649,2
swarm_exploit_063404_504,ai_swarm,ai_swarm,127.0.0.1,2322,1771158898.7659025,1771158898.7659025,1
swarm_exploit_063942_840,ai_swarm,ai_swarm,127.0.0.1,2322,1771159270.7894225,1771159270.7894225,1
swarm_exploit_064522_838,ai_swarm,ai_swarm,127.0.0.1,2322,1771159685.067586,1771159685.067586,1
swarm_exploit_065324_909,ai_swarm,ai_swarm,127.0.0.1,2322,1771160013.678866,1771160013.678866,1
swarm_exploit_070121_119,ai_swarm,ai_swarm,127.0.0.1,2322,1771160560.0233002,1771160560.0233002,1
swarm_exploit_070707_518,ai_swarm,ai_swarm,127.0.0.1,2322,1771160872.3117943,1771160975.533712,2
swarm_exploit_071511_680,ai_swarm,ai_swarm,127.0.0.1,2322,1771161312.643175,1771161365.6322064,2
swarm_exploit_133852_588,ai_swarm,ai_swarm,127.0.0.1,2322,1771011533.9532263,1771011544.4909737,9
swarm_exploit_134004_543,ai_swarm,ai_swarm,127.0.0.1,2322,1771011605.9814582,1771011619.884458,10
swarm_exploit_134125_498,ai_swarm,ai_swarm,127.0.0.1,2322,1771011687.2029686,1771011712.5825093,10
swarm_exploit_134231_475,ai_swarm,ai_swarm,127.0.0.1,2322,1771011753.3830178,1771011774.0883894,10
swarm_exploit_134355_875,ai_swarm,ai_swarm,127.0.0.1,2322,1771011837.0060747,1771011850.9315386,10
swarm_exploit_134435_491,ai_swarm,ai_swarm,127.0.0.1,2322,1771011876.5124166,1771011896.4743838,10
swarm_exploit_141434_536,ai_swarm,ai_swarm,127.0.0.1,2322,1771013675.8348153,1771013694.0364351,10
swarm_exploit_143529_953,ai_swarm,ai_swarm,127.0.0.1,2322,1771014964.9414232,1771014964.9414232,1
swarm_exploit_143551_920,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_144119_815,ai_swarm,ai_swarm,127.0.0.1,2322,1771015436.7821968,1771015436.7821968,1
swarm_exploit_144120_492,ai_swarm,ai_swarm,127.0.0.1,2322,1771015369.423425,1771015369.423425,1
swarm_exploit_144921_963,ai_swarm,ai_swarm,127.0.0.1,2322,1771015848.9008317,1771015848.9008317,1
swarm_exploit_144934_451,ai_swarm,ai_swarm,127.0.0.1,2322,1771015916.454774,1771015916.454774,1
swarm_exploit_145722_702,ai_swarm,ai_swarm,127.0.0.1,2322,1771016262.269306,1771016262.269306,1
swarm_exploit_145735_767,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_150534_812,ai_swarm,ai_swarm,127.0.0.1,2322,1771016873.319658,1771016873.319658,1
swarm_exploit_150539_714,ai_swarm,ai_swarm,127.0.0.1,2322,1771016768.1767528,1771016768.1767528,1
swarm_exploit_170731_547,ai_swarm,ai_swarm,127.0.0.1,2322,1771110453.2881358,1771110467.237948,10
swarm_exploit_170835_342,ai_swarm,ai_swarm,127.0.0.1,2322,1771110516.7713983,1771110531.0483665,10
swarm_exploit_172458_849,ai_swarm,ai_swarm,127.0.0.1,2322,1771111500.228542,1771111514.1875389,10
swarm_exploit_172551_368,ai_swarm,ai_swarm,127.0.0.1,2322,1771111553.1014295,1771111573.0352886,10
swarm_exploit_172647_607,ai_swarm,ai_swarm,127.0.0.1,2322,1771111608.4828727,1771111625.8390734,10
swarm_exploit_172811_377,ai_swarm,ai_swarm,127.0.0.1,2322,1771111692.8850074,1771111782.2968256,3
swarm_exploit_173533_940,ai_swarm,ai_swarm,127.0.0.1,2322,1771112137.0212946,1771112192.3613343,2
swarm_exploit_174313_706,ai_swarm,ai_swarm,127.0.0.1,2322,1771112597.158798,1771112709.9534092,2
swarm_exploit_175110_733,ai_swarm,ai_swarm,127.0.0.1,2322,1771113150.5896347,1771113150.5896347,1
swarm_exploit_175904_931,ai_swarm,ai_swarm,127.0.0.1,2322,1771113587.1426096,1771113587.1426096,1
swarm_exploit_180710_148,ai_swarm,ai_swarm,127.0.0.1,2322,1771114033.1962361,1771114178.9810789,2
swarm_exploit_181503_358,ai_swarm,ai_swarm,127.0.0.1,2322,1771114522.562198,1771114522.562198,1
swarm_exploit_182043_772,ai_swarm,ai_swarm,127.0.0.1,2322,1771114870.4192514,1771114870.4192514,1
swarm_exploit_182845_646,ai_swarm,ai_swarm,127.0.0.1,2322,1771115461.1934144,1771115461.1934144,1
swarm_exploit_183642_533,ai_swarm,ai_swarm,127.0.0.1,2322,1771115804.880128,1771115804.880128,1
swarm_exploit_184427_403,ai_swarm,ai_swarm,127.0.0.1,2322,1771116409.9903116,1771116409.9903116,1
swarm_exploit_185014_466,ai_swarm,ai_swarm,127.0.0.1,2322,1771116755.7925668,1771116755.7925668,1
swarm_exploit_185605_637,ai_swarm,ai_swarm,127.0.0.1,2322,1771117054.076659,1771117054.076659,1
swarm_exploit_190405_452,ai_swarm,ai_swarm,127.0.0.1,2322,1771117446.696218,1771117490.5183272,2
swarm_exploit_191152_599,ai_swarm,ai_swarm,127.0.0.1,2322,1771117990.6106632,1771117990.6106632,1
swarm_exploit_191949_353,ai_swarm,ai_swarm,127.0.0.1,2322,1771118503.2257478,1771118503.2257478,1
swarm_exploit_192803_131,ai_swarm,ai_swarm,127.0.0.1,2322,1771118885.7786362,1771118992.1693523,2
swarm_exploit_193543_176,ai_swarm,ai_swarm,127.0.0.1,2322,1771119347.1107814,1771119347.1107814,1
swarm_exploit_194331_371,ai_swarm,ai_swarm,127.0.0.1,2322,1771119831.913067,1771119831.913067,1
swarm_exploit_194819_427,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_194910_747,ai_swarm,ai_swarm,127.0.0.1,2322,1771120159.4553268,1771120159.4553268,1
swarm_exploit_195242_324,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_195458_159,ai_swarm,ai_swarm,127.0.0.1,2322,1771120501.407233,1771120501.407233,1
swarm_exploit_195910_235,ai_swarm,ai_swarm,127.0.0.1,2322,1771034352.2665133,1771034371.0974667,10
swarm_exploit_200040_200,ai_swarm,ai_swarm,127.0.0.1,2322,1771034441.7106798,1771034446.1557093,3
swarm_exploit_200245_477,ai_swarm,ai_swarm,127.0.0.1,2322,1771121061.2465727,1771121061.2465727,1
swarm_exploit_200733_374,ai_swarm,ai_swarm,127.0.0.1,2322,1771034890.1119246,1771034976.4655838,2
swarm_exploit_201046_144,ai_swarm,ai_swarm,127.0.0.1,2322,1771121449.3122773,1771121578.6133459,2
swarm_exploit_201401_561,ai_swarm,ai_swarm,127.0.0.1,2322,1771121642.489082,1771121653.1407447,10
swarm_exploit_201458_261,ai_swarm,ai_swarm,127.0.0.1,2322,1771121699.4535782,1771121709.90798,10
swarm_exploit_201518_737,ai_swarm,ai_swarm,127.0.0.1,2322,1771035321.597198,1771035473.081784,2
swarm_exploit_201543_661,ai_swarm,ai_swarm,127.0.0.1,2322,1771121744.7673867,1771121755.6032968,10
swarm_exploit_201640_280,ai_swarm,ai_swarm,127.0.0.1,2322,1771121801.7976282,1771121812.1102502,10
swarm_exploit_201736_664,ai_swarm,ai_swarm,127.0.0.1,2322,1771121857.6912282,1771121868.502843,10
swarm_exploit_201833_405,ai_swarm,ai_swarm,127.0.0.1,2322,1771121914.5202174,1771121925.1088827,10
swarm_exploit_201836_136,ai_swarm,ai_swarm,127.0.0.1,2322,1771121919.6387658,1771122009.3019505,2
swarm_exploit_201929_959,ai_swarm,ai_swarm,127.0.0.1,2322,1771121971.099936,1771121981.4881363,10
swarm_exploit_202015_551,ai_swarm,ai_swarm,127.0.0.1,2322,1771122016.6646948,1771122027.2810698,10
swarm_exploit_202111_592,ai_swarm,ai_swarm,127.0.0.1,2322,1771122073.3260386,1771122084.150907,10
swarm_exploit_202208_612,ai_swarm,ai_swarm,127.0.0.1,2322,1771122129.966149,1771122140.7236996,10
swarm_exploit_202305_994,ai_swarm,ai_swarm,127.0.0.1,2322,1771122187.145038,1771122197.8788247,10
swarm_exploit_202308_674,ai_swarm,ai_swarm,127.0.0.1,2322,1771035791.0324621,1771035886.5591211,2
swarm_exploit_202402_858,ai_swarm,ai_swarm,127.0.0.1,2322,1771122243.6413462,1771122254.242258,10
swarm_exploit_202453_651,ai_swarm,ai_swarm,127.0.0.1,2322,1771122294.8315246,1771122305.5369964,10
swarm_exploit_202538_969,ai_swarm,ai_swarm,127.0.0.1,2322,1771122339.8364964,1771122356.501633,10
swarm_exploit_202622_890,ai_swarm,ai_swarm,127.0.0.1,2322,1771122385.7532914,1771122385.7532914,1
swarm_exploit_202641_719,ai_swarm,ai_swarm,127.0.0.1,2322,1771122402.6872356,1771122413.4744763,10
swarm_exploit_202738_208,ai_swarm,ai_swarm,127.0.0.1,2322,1771122459.7385166,1771122471.0935082,10
swarm_exploit_202836_616,ai_swarm,ai_swarm,127.0.0.1,2322,1771122517.8584108,1771122528.601978,10
swarm_exploit_202847_164,ai_swarm,ai_swarm,127.0.0.1,2322,1771036260.2509046,1771036260.2509046,1
swarm_exploit_202933_426,ai_swarm,ai_swarm,127.0.0.1,2322,1771122574.7055492,1771122585.5828464,10
swarm_exploit_203018_113,ai_swarm,ai_swarm,127.0.0.1,2322,1771122619.9050593,1771122630.5357778,10
swarm_exploit_203120_584,ai_swarm,ai_swarm,127.0.0.1,2322,1771122682.3640752,1771122692.802463,10
swarm_exploit_203217_608,ai_swarm,ai_swarm,127.0.0.1,2322,1771122738.8174183,1771122749.8174984,10
swarm_exploit_203314_136,ai_swarm,ai_swarm,127.0.0.1,2322,1771122796.085999,1771122818.3826685,10
swarm_exploit_203410_605,ai_swarm,ai_swarm,127.0.0.1,2322,1771122894.492527,1771122998.0881586,2
swarm_exploit_203429_668,ai_swarm,ai_swarm,127.0.0.1,2322,1771122870.4758875,1771122880.916242,10
swarm_exploit_203514_416,ai_swarm,ai_swarm,127.0.0.1,2322,1771122915.4570146,1771122931.9140747,10
swarm_exploit_203605_722,ai_swarm,ai_swarm,127.0.0.1,2322,1771122966.6783586,1771122983.272671,10
swarm_exploit_203653_839,ai_swarm,ai_swarm,127.0.0.1,2322,1771036677.3523562,1771036766.8014166,2
swarm_exploit_203707_224,ai_swarm,ai_swarm,127.0.0.1,2322,1771123029.241802,1771123039.872023,10
swarm_exploit_203804_849,ai_swarm,ai_swarm,127.0.0.1,2322,1771123085.995122,1771123096.8381073,10
swarm_exploit_203901_271,ai_swarm,ai_swarm,127.0.0.1,2322,1771123142.9791799,1771123153.3677042,10
swarm_exploit_203958_315,ai_swarm,ai_swarm,127.0.0.1,2322,1771123199.4825926,1771123210.4044902,10
swarm_exploit_204043_499,ai_swarm,ai_swarm,127.0.0.1,2322,1771123244.6983128,1771123255.504087,10
swarm_exploit_204142_873,ai_swarm,ai_swarm,127.0.0.1,2322,1771123303.8929436,1771123320.3846052,10
swarm_exploit_204202_334,ai_swarm,ai_swarm,127.0.0.1,2322,1771123325.3633173,1771123325.3633173,1
swarm_exploit_204233_911,ai_swarm,ai_swarm,127.0.0.1,2322,1771123355.3023605,1771123366.3711734,10
swarm_exploit_204446_118,ai_swarm,ai_swarm,127.0.0.1,2322,1771037089.6299217,1771037089.6299217,1
swarm_exploit_204952_586,ai_swarm,ai_swarm,127.0.0.1,2322,1771123829.1907082,1771123829.1907082,1
swarm_exploit_205023_727,ai_swarm,ai_swarm,127.0.0.1,2322,1771037426.348354,1771037426.348354,1
swarm_exploit_205529_633,ai_swarm,ai_swarm,127.0.0.1,2322,1771124183.1439395,1771124183.1439395,1
swarm_exploit_205810_670,ai_swarm,ai_swarm,127.0.0.1,2322,1771037987.893882,1771037987.893882,1
swarm_exploit_210105_256,ai_swarm,ai_swarm,127.0.0.1,2322,1771124539.1295617,1771124539.1295617,1
swarm_exploit_210606_255,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_210642_328,ai_swarm,ai_swarm,127.0.0.1,2322,1771124863.916249,1771124863.916249,1
swarm_exploit_210956_175,ai_swarm,ai_swarm,127.0.0.1,2322,1771038673.949648,1771038673.949648,1
swarm_exploit_211436_139,ai_swarm,ai_swarm,127.0.0.1,2322,1771038879.3635817,1771038879.3635817,1
swarm_exploit_211449_796,ai_swarm,ai_swarm,127.0.0.1,2322,1771125359.1350706,1771125359.1350706,1
swarm_exploit_211816_498,ai_swarm,ai_swarm,127.0.0.1,2322,1771039238.9562235,1771039238.9562235,1
swarm_exploit_212022_992,ai_swarm,ai_swarm,127.0.0.1,2322,1771125683.4288309,1771125683.4288309,1
swarm_exploit_212036_886,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_212638_343,ai_swarm,ai_swarm,127.0.0.1,2322,1771039694.3575199,1771039694.3575199,1
swarm_exploit_212832_405,ai_swarm,ai_swarm,127.0.0.1,2322,1771126114.2974136,1771126158.8130152,2
swarm_exploit_212853_714,ai_swarm,ai_swarm,127.0.0.1,2322,1771039805.1375537,1771039805.1375537,1
swarm_exploit_213602_405,ai_swarm,ai_swarm,127.0.0.1,2322,1771126606.3031893,1771126606.3031893,1
swarm_exploit_213704_947,ai_swarm,ai_swarm,127.0.0.1,2322,1771040234.0202775,1771040234.0202775,1
swarm_exploit_214508_888,ai_swarm,ai_swarm,127.0.0.1,2322,1771040711.6127102,1771040711.6127102,1
swarm_exploit_214802_294,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_214852_258,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_214858_233,ai_swarm,ai_swarm,127.0.0.1,2322,1771127366.129726,1771127366.129726,1
swarm_exploit_214943_645,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215026_178,ai_swarm,ai_swarm,127.0.0.1,2322,1771041028.2180257,1771041039.8481834,10
swarm_exploit_215124_651,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215218_259,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215305_754,ai_swarm,ai_swarm,127.0.0.1,2322,1771041188.2761846,1771041188.2761846,1
swarm_exploit_215309_500,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215349_136,ai_swarm,ai_swarm,127.0.0.1,2322,1771041232.9116027,1771041241.0274053,7
swarm_exploit_215440_151,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215533_484,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215623_959,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215708_979,ai_swarm,ai_swarm,127.0.0.1,2322,1771127829.4745421,1771127934.7284474,2
swarm_exploit_215713_519,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215756_153,ai_swarm,ai_swarm,127.0.0.1,2322,1771041481.7097516,1771041487.6068945,6
swarm_exploit_215852_594,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_215944_256,ai_swarm,ai_swarm,127.0.0.1,2322,0,0,0
swarm_exploit_220038_342,ai_swarm,ai_swarm,127.0.0.1,2322,1771041640.6634896,1771041650.103718,9
swarm_exploit_220047_682,ai_swarm,ai_swarm,127.0.0.1,2322,1771041650.9478366,1771041650.9478366,1
